A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Expand.java,439,446,439,446,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\types\selectors\PresentSelector.java,85,91,85,91,0.918219,
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Get.java,511,518,511,518,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\image\Image.java,193,200,193,200,1.000000,
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Get.java,511,518,511,518,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\image\ImageIOTask.java,179,186,179,186,1.000000,
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Get.java,511,518,511,518,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\UpToDate.java,129,136,129,136,1.000000,
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Get.java,511,518,511,518,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\types\selectors\MappingSelector.java,62,68,62,68,0.951220,
createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Get.java,511,518,511,518,createMapper,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\types\selectors\PresentSelector.java,85,91,85,91,0.951220,
extract,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\GUnzip.java,55,73,55,73,extract,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\xz\Unxz.java,56,75,56,75,0.983193,
pack,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\GZip.java,41,49,41,49,pack,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\xz\Xz.java,43,51,43,51,0.945379,
setJar,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,365,372,365,372,setClassname,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,381,387,381,387,0.962947,
setJar,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,365,372,365,372,setModule,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,397,403,397,403,0.958597,
setClassname,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,381,387,381,387,setModule,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Java.java,397,403,397,403,0.949289,
setPackagenames,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,693,701,693,701,setExcludePackageNames,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,747,755,747,755,0.993399,
setPackagenames,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,693,701,693,701,setPackages,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,1617,1625,1617,1625,0.986667,
setExcludePackageNames,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,747,755,747,755,setPackages,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Javadoc.java,1617,1625,1617,1625,0.980154,
exec,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\launcher\PerlScriptCommandLauncher.java,56,88,56,88,exec,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\launcher\ScriptCommandLauncher.java,56,85,56,85,0.992630,
exec,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\launcher\VmsCommandLauncher.java,50,56,50,56,exec,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\launcher\VmsCommandLauncher.java,78,84,78,84,0.985401,
sameDefinition,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MacroDef.java,802,808,802,808,similarDefinition,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MacroDef.java,819,825,819,825,0.939026,
filesetsToURL - for - for,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MakeUrl.java,152,160,152,160,pathsToURL - for,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MakeUrl.java,195,205,195,205,0.915493,
merge - for,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Manifest.java,496,508,496,508,addAttributeAndCheck - else - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\Manifest.java,649,660,649,660,0.932382,
XsetIgnore - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MatchingTask.java,165,171,165,171,setIncludes - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\types\PatternSet.java,342,347,342,347,0.912871,
XsetIgnore - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\MatchingTask.java,165,171,165,171,setExcludes - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\types\PatternSet.java,360,365,360,365,0.943300,
execute - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\modules\Jmod.java,1184,1195,1184,1195,execute - if,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\modules\Link.java,1954,1965,1954,1965,1.000000,
addClasspathEntry,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ANTLR.java,253,278,253,278,addClasspathEntry,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\jdepend\JDependTask.java,359,384,359,384,0.979236,
addClasspathEntry,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ANTLR.java,253,278,253,278,addClasspathResource,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\junit\JUnitTask.java,1817,1844,1817,1844,0.938489,
is272,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ANTLR.java,425,433,425,433,isTomcat5x,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\jsp\compilers\JasperC.java,164,171,164,171,0.989071,
doit,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCheck.java,158,175,158,175,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMReconfigure.java,66,81,66,81,1.000000,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java,128,153,128,153,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,179,215,179,215,0.916240,
setProcessErrorStream,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java,290,297,290,297,setProcessErrorStream,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ejb\BorlandDeploymentTool.java,536,542,536,542,0.972518,
getCcmCommand,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\Continuus.java,104,113,104,113,getClearToolCommand,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\ClearCase.java,129,138,129,138,0.963744,
run,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\ccm\Continuus.java,121,131,121,131,run,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\sos\SOS.java,410,424,410,424,0.936921,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,0.988883,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,0.988883,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,0.996835,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,0.998416,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.987526,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,0.998416,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,94,124,94,124,0.990508,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,132,157,132,157,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.986585,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,162,197,162,197,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkattr.java,171,207,171,207,0.900717,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,162,197,162,197,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,161,192,161,192,0.973292,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,162,197,162,197,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,164,197,164,197,0.919882,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,162,197,162,197,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,179,215,179,215,0.966181,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckin.java,162,197,162,197,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,163,194,163,194,0.924070,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckout.java,166,201,166,201,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkattr.java,128,165,128,165,0.949744,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckout.java,166,201,166,201,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.971696,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckout.java,166,201,166,201,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.976689,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCCheckout.java,228,271,228,271,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,177,220,177,220,0.964280,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,0.990164,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,0.988883,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,0.990451,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.984110,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,149,174,149,174,0.923018,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCRmtype.java,131,159,131,159,0.900403,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,0.990451,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,94,124,94,124,0.998359,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCLock.java,129,159,129,159,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.981198,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkattr.java,171,207,171,207,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,164,197,164,197,0.992417,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkattr.java,171,207,171,207,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,179,215,179,215,0.907228,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,0.988883,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,0.990451,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.984110,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,149,174,149,174,0.919251,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,0.990451,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,94,124,94,124,0.991791,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,130,156,130,156,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.981198,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,161,192,161,192,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,164,197,164,197,0.909582,
checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkbl.java,161,192,161,192,checkOptions,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,163,194,163,194,0.920988,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,0.998416,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.987526,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,0.998416,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,94,124,94,124,0.990508,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkdir.java,96,122,96,122,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.986585,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,0.989092,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklbtype.java,149,174,149,174,0.900834,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,1.000000,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,94,124,94,124,0.992079,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMkelem.java,146,172,146,172,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,128,158,128,158,0.988149,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCRmtype.java,131,159,131,159,0.913806,
execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCMklabel.java,127,158,127,158,execute,E:\data_for_ICvolti\ant\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnCheckout.java,76,102,76,102,0.989092,
